"Path","Platform","Compiled","Cooked","Permutations","Compiletime","CompiledDouble","CookedDouble"
"/Game/DESCARGAS/habitacionmujer/cosmetic-bottles-dove/texture_1.texture_1","0","3","3","1","0.000000","0","3"
"/Game/DESCARGAS/habitacionmujer/cosmetic-bottles-dove/texture_3.texture_3","0","3","3","1","0.000000","0","3"
"/Game/DESCARGAS/habitacionmujer/cosmetic-bottles-dove/texture.texture","0","3","3","1","0.000000","0","3"
"/Game/DESCARGAS/Habitaciones_assetsvarios/free-keys-tools-asset/source/holder_shd.holder_shd","0","3","3","1","0.000000","0","3"
"/Game/DESCARGAS/habitacionmujer/high-heels/Punkte.Punkte","0","3","3","1","4.213791","0","3"
"/Game/DESCARGAS/habitacionmujer/high-heels/SohleStoff.SohleStoff","0","3","3","1","5.833206","0","3"
"/Game/DESCARGAS/Habitaciones_assetsvarios/lapo-s/source/Lapo.Lapo","0","3","3","1","0.000000","0","3"
"/Game/DESCARGAS/habitacionmujer/hair-tie/tex_u1_v1.tex_u1_v1","0","3","3","1","0.000000","0","3"
"/Game/DESCARGAS/graffiti-statue/Material.Material","0","3","3","1","5.457892","0","3"
"/Game/DESCARGAS/habitacionmujer/sunsilk-shampoo-bottle/Pink_Back.Pink_Back","0","3","3","1","0.000000","0","3"
"/Game/DESCARGAS/habitacionmujer/sunsilk-shampoo-bottle/Pink_Front.Pink_Front","0","3","3","1","0.000000","0","3"
"/Game/DESCARGAS/habitacionmujer/zapatos/textures/ASSET_MAT_MR.ASSET_MAT_MR","0","6","6","1","5.697391","0","6"
"/Game/DESCARGAS/cama_sangrienta/Material_001.Material_001","0","3","3","1","3.727076","0","3"
"/Game/DESCARGAS/towel-racks-02/textures/lambert3.lambert3","0","3","3","1","4.157299","0","3"
"/Game/DESCARGAS/habitacionmujer/marilyn-monroe-hair/HairMatAniso_mesh.HairMatAniso_mesh","0","3","3","1","6.115106","0","3"
"/Game/DESCARGAS/wall-mirror/textures/Material_001.Material_001","0","3","3","1","0.000000","0","3"
"/Game/DESCARGAS/coat-rack/textures/Material_001.Material_001","0","3","3","1","0.000000","0","3"
"/Game/DESCARGAS/tv/Livingroom_TV.Livingroom_TV","0","3","3","1","0.000000","0","3"
"/Game/DESCARGAS/habitacionmujer/wrapped-flower-bouquet/Petals2.Petals2","0","3","3","1","3.639854","0","3"
"/Game/DESCARGAS/habitacionmujer/wrapped-flower-bouquet/Petals14.Petals14","0","3","3","1","0.000000","0","3"
"/Game/DESCARGAS/habitacionmujer/wrapped-flower-bouquet/Petals13.Petals13","0","3","3","1","0.000000","0","3"
"/Game/DESCARGAS/habitacionmujer/wrapped-flower-bouquet/Petals12.Petals12","0","3","3","1","0.000000","0","3"
"/Game/DESCARGAS/habitacionmujer/wrapped-flower-bouquet/Petals11.Petals11","0","3","3","1","0.000000","0","3"
"/Game/DESCARGAS/habitacionmujer/wrapped-flower-bouquet/Petals10.Petals10","0","3","3","1","0.000000","0","3"
"/Game/DESCARGAS/habitacionmujer/wrapped-flower-bouquet/Petals1.Petals1","0","3","3","1","0.000000","0","3"
"/Game/DESCARGAS/habitacionmujer/wrapped-flower-bouquet/Parcel2.Parcel2","0","3","3","1","0.000000","0","3"
"/Game/DESCARGAS/habitacionmujer/wrapped-flower-bouquet/Parcel1.Parcel1","0","3","3","1","0.000000","0","3"
"/Game/DESCARGAS/habitacionmujer/wrapped-flower-bouquet/Leaves9.Leaves9","0","3","3","1","0.000000","0","3"
"/Game/DESCARGAS/habitacionmujer/wrapped-flower-bouquet/Leaves8.Leaves8","0","3","3","1","0.000000","0","3"
"/Game/DESCARGAS/habitacionmujer/wrapped-flower-bouquet/Leaves7.Leaves7","0","3","3","1","0.000000","0","3"
"/Game/DESCARGAS/habitacionmujer/wrapped-flower-bouquet/Leaves6.Leaves6","0","3","3","1","0.000000","0","3"
"/Game/DESCARGAS/habitacionmujer/wrapped-flower-bouquet/Leaves5.Leaves5","0","3","3","1","0.000000","0","3"
"/Game/DESCARGAS/habitacionmujer/wrapped-flower-bouquet/Leaves4.Leaves4","0","3","3","1","0.000000","0","3"
"/Game/DESCARGAS/habitacionmujer/wrapped-flower-bouquet/Leaves3.Leaves3","0","3","3","1","0.000000","0","3"
"/Game/DESCARGAS/habitacionmujer/wrapped-flower-bouquet/Leaves2.Leaves2","0","3","3","1","0.000000","0","3"
"/Game/DESCARGAS/habitacionmujer/wrapped-flower-bouquet/Leaves10.Leaves10","0","3","3","1","0.000000","0","3"
"/Game/DESCARGAS/habitacionmujer/wrapped-flower-bouquet/Leaves1.Leaves1","0","3","3","1","0.000000","0","3"
"/Game/DESCARGAS/habitacionmujer/wrapped-flower-bouquet/Petals3.Petals3","0","3","3","1","0.000000","0","3"
"/Game/DESCARGAS/habitacionmujer/wrapped-flower-bouquet/Petals5.Petals5","0","3","3","1","0.000000","0","3"
"/Game/DESCARGAS/habitacionmujer/wrapped-flower-bouquet/Petals6.Petals6","0","3","3","1","0.000000","0","3"
"/Game/DESCARGAS/habitacionmujer/wrapped-flower-bouquet/Petals7.Petals7","0","3","3","1","0.000000","0","3"
"/Game/DESCARGAS/habitacionmujer/wrapped-flower-bouquet/Petals8.Petals8","0","3","3","1","0.000000","0","3"
"/Game/DESCARGAS/habitacionmujer/wrapped-flower-bouquet/Petals9.Petals9","0","3","3","1","4.679115","0","3"
"/Game/DESCARGAS/habitacionmujer/wrapped-flower-bouquet/Ribbons1.Ribbons1","0","3","3","1","4.662381","0","3"
"/Game/DESCARGAS/habitacionmujer/wrapped-flower-bouquet/Sepals1.Sepals1","0","3","3","1","0.000000","0","3"
"/Game/DESCARGAS/habitacionmujer/wrapped-flower-bouquet/Sepals2.Sepals2","0","3","3","1","0.000000","0","3"
"/Game/DESCARGAS/habitacionmujer/wrapped-flower-bouquet/SmallPlants1.SmallPlants1","0","3","3","1","0.000000","0","3"
"/Game/DESCARGAS/habitacionmujer/wrapped-flower-bouquet/SmallPlants2.SmallPlants2","0","3","3","1","0.000000","0","3"
"/Game/DESCARGAS/habitacionmujer/wrapped-flower-bouquet/SmallPlants3.SmallPlants3","0","3","3","1","0.000000","0","3"
"/Game/DESCARGAS/cama/alm_mas_chica.alm_mas_chica","0","3","3","1","5.046765","0","3"
"/Game/DESCARGAS/cama/alm_chica.alm_chica","0","3","3","1","0.000000","0","3"
"/Game/DESCARGAS/cama/cama.cama","0","3","3","1","3.914452","0","3"
"/Game/DESCARGAS/cama/2_alm.2_alm","0","3","3","1","0.000000","0","3"
"/Game/DESCARGAS/cama/colchon.colchon","0","3","3","1","0.000000","0","3"
"/Game/DESCARGAS/cama/frazada.frazada","0","3","3","1","4.102211","0","3"
"/Game/DESCARGAS/cama/lambert5.lambert5","0","3","3","1","2.943438","0","3"
"/Game/DESCARGAS/mesa_de_luz/Nightstand.Nightstand","0","3","3","1","5.391901","0","3"
"/Game/DESCARGAS/mesa_de_luz/Lamp.Lamp","0","3","3","1","4.719659","0","3"
"/Game/DESCARGAS/mesa_de_luz/Vase.Vase","0","3","3","1","0.000000","0","3"
"/Game/DESCARGAS/ara?a_techo/body.body","0","3","3","1","0.000000","0","3"
"/Game/DESCARGAS/habitacionmujer/perfume-bottle/Material__318.Material__318","0","3","3","1","4.239944","0","3"
"/Game/DESCARGAS/habitacionmujer/perfume-bottle/Material__317.Material__317","0","3","3","1","0.000000","0","3"
"/Game/DESCARGAS/habitacionmujer/perfume-bottle/Material__316.Material__316","0","3","3","1","0.000000","0","3"
"/Game/DESCARGAS/habitacionmujer/perfume-bottle/Material__315.Material__315","0","3","3","1","0.000000","0","3"
"/Game/DESCARGAS/habitacionmujer/perfume-bottle/Material__314.Material__314","0","3","3","1","0.000000","0","3"
"/Game/DESCARGAS/habitacionmujer/perfume-bottle/Material__313.Material__313","0","3","3","1","4.351108","0","3"
"/Game/DESCARGAS/habitacionmujer/perfume-bottle/Material__311.Material__311","0","3","3","1","0.000000","0","3"
"/Game/DESCARGAS/habitacionmujer/perfume-bottle/Material__310.Material__310","0","3","3","1","0.000000","0","3"
"/Game/DESCARGAS/habitacionmujer/perfume-bottle/Material__309.Material__309","0","3","3","1","0.000000","0","3"
"/Game/DESCARGAS/habitacionmujer/perfume-bottle/Material__308.Material__308","0","3","3","1","0.000000","0","3"
"/Game/DESCARGAS/habitacionmujer/perfume-bottle/Material__306.Material__306","0","3","3","1","0.000000","0","3"
"/Game/DESCARGAS/habitacionmujer/perfume-bottle/Material__305.Material__305","0","3","3","1","0.000000","0","3"
"/Game/DESCARGAS/wine-bottle/textures/lambert1.lambert1","0","3","3","1","0.000000","0","3"
"/Game/DESCARGAS/paper/aiStandardSurface1SG.aiStandardSurface1SG","0","3","3","1","0.000000","0","3"
"/Game/DESCARGAS/laluxury/simple-handcuffs/esposas.esposas","0","3","3","1","0.000000","0","3"
"/Game/DESCARGAS/laluxury/sex-sofa/textures/blue.blue","0","3","3","1","0.000000","0","3"
"/Game/DESCARGAS/habitacionmujer/sunsilk-shampoo-bottle/Material.Material","0","8","8","1","10.976426","0","8"
"/Game/DESCARGAS/laluxury/sex-sofa/textures/Color_M09.Color_M09","0","3","3","1","4.056100","0","3"
"/Game/DESCARGAS/habitacionmujer/cosmetic-serum-bottle/Bottle_001.Bottle_001","0","3","3","1","4.170056","0","3"
"/Game/DESCARGAS/habitacionmujer/cosmetic-serum-bottle/Rubber_001.Rubber_001","0","3","3","1","5.102082","0","3"
"/Game/DESCARGAS/drainage-grate/low_poly_Bake1_baked.low_poly_Bake1_baked","0","3","3","1","3.811188","0","3"
"/Game/interruptor/source/Wall_socket_black.Wall_socket_black","0","3","3","1","3.471321","0","3"
"/Game/interruptor/source/Wall_socket_white.Wall_socket_white","0","3","3","1","4.520874","0","3"
"/Game/DESCARGAS/habitacionmujer/high-heels/Chrome.Chrome","0","3","3","1","3.944443","0","3"
"/Game/DESCARGAS/habitacionmujer/high-heels/Band.Band","0","3","3","1","3.965043","0","3"
"/Game/DESCARGAS/habitacionmujer/high-heels/KunstfaserGewebe.KunstfaserGewebe","0","3","3","1","3.806817","0","3"
"/Game/DESCARGAS/habitacionmujer/high-heels/KunstfaserGewebe_Absatz.KunstfaserGewebe_Absatz","0","3","3","1","4.060369","0","3"
"/Game/DESCARGAS/habitacionmujer/high-heels/Material__0.Material__0","0","3","3","1","3.648130","0","3"
"/Game/DESCARGAS/habitacionmujer/high-heels/SohleGummi.SohleGummi","0","3","3","1","4.262980","0","3"
"/Game/DESCARGAS/Habitaciones_assetsvarios/Wireframe_Trash_Bin/metal.metal","0","3","3","1","0.000000","0","3"
"/Game/DESCARGAS/habitacionmujer/sunsilk-shampoo-bottle/Pink_001.Pink_001","0","3","3","1","3.730381","0","3"
"/Game/DESCARGAS/dance-pole/source/pole.pole","0","3","3","1","3.411810","0","3"
"/Game/DESCARGAS/dance-pole/source/stands.stands","0","3","3","1","3.919594","0","3"
"/Game/DESCARGAS/habitacionmujer/comb-brush/source/F6002AZU.F6002AZU","0","3","3","1","1.353074","0","3"
"/Game/DESCARGAS/habitacionmujer/comb-brush/source/F6002AZU_ncl_1.F6002AZU_ncl_1","0","3","3","1","2.115451","0","3"
"/Game/DESCARGAS/habitacionmujer/comb-brush/source/F6002BLA.F6002BLA","0","3","3","1","3.685219","0","3"
"/Game/DESCARGAS/habitacionmujer/comb-brush/source/F6002NEG.F6002NEG","0","3","3","1","4.446342","0","3"
"/Game/DESCARGAS/habitacionmujer/comb-brush/source/F6002PLA.F6002PLA","0","3","3","1","4.226643","0","3"
"/Game/DESCARGAS/habitacionmujer/pole-dance-high-heels/black.black","0","3","3","1","4.562129","0","3"
"/Game/DESCARGAS/habitacionmujer/pole-dance-high-heels/outsole.outsole","0","3","3","1","4.220333","0","3"
"/Game/DESCARGAS/habitacionmujer/pole-dance-high-heels/shank.shank","0","3","3","1","4.213150","0","3"
"/Game/DESCARGAS/habitacionmujer/pole-dance-high-heels/silver.silver","0","3","3","1","4.058982","0","3"
"/Game/DESCARGAS/habitacionmujer/pole-dance-high-heels/straps.straps","0","3","3","1","5.245129","0","3"
"/Game/DESCARGAS/habitacionmujer/pole-dance-high-heels/topPiece_001.topPiece_001","0","3","3","1","3.965580","0","3"
"/Game/DESCARGAS/inodoro/Button.Button","0","3","3","1","4.427529","0","3"
"/Game/DESCARGAS/inodoro/Ceramic.Ceramic","0","3","3","1","4.331783","0","3"
"/Game/DESCARGAS/inodoro/Tapa.Tapa","0","3","3","1","3.799137","0","3"
"/Game/DESCARGAS/soulmate-jacuzzi/textures/Black_Wood.Black_Wood","0","3","3","1","4.485696","0","3"
"/Game/DESCARGAS/ara?a_techo/lamp.lamp","0","3","3","1","5.677125","0","3"
"/Game/DESCARGAS/habitacionmujer/perfume-bottle/FrontColor.FrontColor","0","3","3","1","4.466341","0","3"
"/Game/DESCARGAS/broken-mug/brokenmug.brokenmug","0","3","3","1","0.000000","0","3"
"/Game/DESCARGAS/habitacionmujer/pile-of-clothes/textures/Dress_pile_u1_v1.Dress_pile_u1_v1","0","3","3","1","0.000000","0","3"
"/Game/DESCARGAS/white-towel/towelwhite.towelwhite","0","3","3","1","0.000000","0","3"
"/Game/DESCARGAS/habitacionmujer/pile-of-clothes/textures/dresspile.dresspile","0","3","3","1","0.000000","0","3"
"/Game/DESCARGAS/bacha/textures/faucet.faucet","0","3","3","1","0.000000","0","3"
"/Game/DESCARGAS/bacha/textures/cabinet.cabinet","0","3","3","1","0.000000","0","3"
"/Game/DESCARGAS/laptop/laptopmaterial.laptopmaterial","0","3","3","1","0.000000","0","3"
"/Game/DESCARGAS/habitacionmujer/hair-dryer-philips/hairdryer.hairdryer","0","6","6","1","0.000000","0","6"
"/Game/DESCARGAS/laluxury/bondage-cuff/textures/cuff.cuff","0","3","3","1","0.000000","0","3"
"/Game/DESCARGAS/laluxury/bondage-cuff/textures/cuff2.cuff2","0","3","3","1","0.000000","0","3"
"/Game/DESCARGAS/soulmate-jacuzzi/textures/Bath.Bath","0","3","3","1","0.000000","0","3"
"/Game/DESCARGAS/Habitaciones_assetsvarios/commod-low-poly-game-ready/source/commod.commod","0","3","3","1","0.000000","0","3"
"/Game/ceiling-lamp-10mb/textures/lampara.lampara","0","3","3","1","0.000000","0","3"
"/Game/DESCARGAS/habitacionmujer/table-mirror/textures/TABLEMIRROR.TABLEMIRROR","0","3","3","1","0.000000","0","3"
"/CameraCalibrationCore/Materials/M_DefaultOddSquare.M_DefaultOddSquare","0","4","4","1","0.000000","0","4"
"/Game/DESCARGAS/habitacionmujer/leather-purse/textures/bag.bag","0","3","3","1","4.757361","0","3"
"/Game/dirty-light-switch/dirtyswitch.dirtyswitch","0","3","3","1","3.985793","0","3"
"/Game/DESCARGAS/laluxury/dildo-sword/textures/dildo.dildo","0","3","3","1","4.787548","0","3"
"/Game/DESCARGAS/broken-glass/color_-1033803926.color_-1033803926","0","5","5","1","3.124931","0","5"
"/Game/DESCARGAS/mesa_de_luz/Vase_Glass.Vase_Glass","0","3","3","1","3.793437","0","3"
"/Game/DESCARGAS/shower-fixture/textures/lambert2.lambert2","0","3","3","1","5.708617","0","3"
"/Engine/EngineMaterials/DefaultLightFunctionMaterial.DefaultLightFunctionMaterial","0","37","37","1","1.772927","0","37"
"/Game/DESCARGAS/paperinformation-holder/source/information.information","0","3","3","1","6.042576","0","3"
"/CameraCalibrationCore/Materials/M_DefaultEvenSquare.M_DefaultEvenSquare","0","4","4","1","0.000000","0","4"
"/HairStrands/Materials/HairDefaultMaterial.HairDefaultMaterial","0","33","36","1","0.000000","0","36"
"/HairStrands/Materials/HairCardsDefaultMaterial.HairCardsDefaultMaterial","0","57","63","1","0.000000","0","63"
"/HairStrands/Materials/HairMeshesDefaultMaterial.HairMeshesDefaultMaterial","0","33","36","1","0.000000","0","36"
"/ControlRig/Controls/ControlRigGizmoMaterial.ControlRigGizmoMaterial","0","2","2","1","0.000000","0","2"
"/Engine/VREditor/TransformGizmo/TransformGizmoMaterial.TransformGizmoMaterial","0","2","2","1","3.726912","0","2"
"/Engine/EditorMaterials/PreviewShadowIndicatorMaterial.PreviewShadowIndicatorMaterial","0","25","25","1","3.064286","0","25"
"/Engine/EngineMaterials/EmissiveMeshMaterial.EmissiveMeshMaterial","0","14","14","1","14.864600","0","14"
"/Engine/EditorLandscapeResources/LandscapeLayerUsageMaterial.LandscapeLayerUsageMaterial","0","2","2","1","4.106838","0","2"
"/Engine/EngineMaterials/DefaultTextMaterialOpaque.DefaultTextMaterialOpaque","0","14","16","1","22.690008","0","16"
"/Engine/EngineDebugMaterials/M_SimpleUnlitTranslucent.M_SimpleUnlitTranslucent","0","5","5","1","0.000000","0","5"
"/Engine/EngineDebugMaterials/DebugEditorMaterial.DebugEditorMaterial","0","5","6","1","6.114136","0","6"
"/Engine/EngineSky/M_SimpleSkyDome.M_SimpleSkyDome","0","2","2","1","3.760908","0","2"
"/Engine/EngineSky/M_Sky_Panning_Clouds2.M_Sky_Panning_Clouds2","0","2","2","1","3.466516","0","2"
"/Engine/VREditor/TransformGizmo/TranslucentTransformGizmoMaterial.TranslucentTransformGizmoMaterial","0","5","5","1","2.008151","0","5"
"/Game/DESCARGAS/PISOS/Piso_maderaopaca.Piso_maderaopaca","0","3","3","1","5.189646","0","3"
"/Engine/VREditor/TransformGizmo/Main.Main","0","5","5","1","2.048952","0","5"
"/Engine/EditorMaterials/Camera/CineMat.CineMat","0","6","6","1","9.952825","0","6"
"/Engine/EditorLandscapeResources/SplineEditorMeshMat.SplineEditorMeshMat","0","10","12","1","20.925520","0","12"
"/Game/DESCARGAS/Pillows_pack/Textures_Materials/M_Pillows_Color_1.M_Pillows_Color_1","0","6","6","1","9.573183","0","6"
"/Game/DESCARGAS/Habitaciones_assetsvarios/Tree_S1/grt1.grt1","0","3","3","1","4.598199","0","3"
"/Game/DESCARGAS/Habitaciones_assetsvarios/Tree_S1/M_06___Default1.M_06___Default1","0","3","3","1","0.000000","0","3"
"/Game/DESCARGAS/Habitaciones_assetsvarios/Tree_S1/TEXTURE11.TEXTURE11","0","3","3","1","0.000000","0","3"
"/Game/DESCARGAS/Habitaciones_assetsvarios/let-me-out-reception-chair/source/Metal.Metal","0","3","3","1","4.517363","0","3"
"/Engine/EditorLandscapeResources/LandscapeDirtyMaterial.LandscapeDirtyMaterial","0","5","5","1","6.110465","0","5"
"/Game/DESCARGAS/Habitaciones_assetsvarios/a-rahman-kayu-kraf-04-key-holder/Material_001.Material_001","0","3","3","1","5.470661","0","3"
"/Engine/EngineMaterials/PPM_DefaultCalibrationColor.PPM_DefaultCalibrationColor","0","5","5","1","1.793590","0","5"
"/Game/DESCARGAS/Habitaciones_assetsvarios/let-me-out-reception-chair/source/Cushion.Cushion","0","3","3","1","5.156320","0","3"
"/Game/DESCARGAS/Inflatable_Flamingo/Material/M_flamingo_material.M_flamingo_material","0","3","3","1","3.919206","0","3"
"/Engine/EditorMaterials/WorldPartition/WorldPartitionSpatialHashGridPreviewMaterial.WorldPartitionSpatialHashGridPreviewMaterial","0","5","5","1","6.688261","0","5"
"/Engine/EditorMaterials/PhAT_NoCollisionMaterial.PhAT_NoCollisionMaterial","0","5","5","1","1.964937","0","5"
"/Game/DESCARGAS/Habitaciones_assetsvarios/corpse-in-a-black-body-bag-with-ropes/source/Bag_PBR.Bag_PBR","0","3","3","1","2.032480","0","3"
"/Game/DESCARGAS/Habitaciones_assetsvarios/corpse-in-a-black-body-bag-with-ropes/source/Rope_Feet_PBR.Rope_Feet_PBR","0","3","3","1","2.305995","0","3"
"/Game/DESCARGAS/Habitaciones_assetsvarios/corpse-in-a-black-body-bag-with-ropes/source/Rope_Head_PBR.Rope_Head_PBR","0","3","3","1","0.000000","0","3"
"/Game/DESCARGAS/Pillows_pack/Textures_Materials/M_Pillows_Plain_2.M_Pillows_Plain_2","0","12","14","1","24.751451","0","14"
"/Game/DESCARGAS/Pillows_pack/Textures_Materials/M_Pillows_Color_2.M_Pillows_Color_2","0","12","14","1","0.000000","0","14"
"/Engine/EngineMaterials/PPM_DefaultCalibrationGrayscale.PPM_DefaultCalibrationGrayscale","0","5","5","1","1.931201","0","5"
"/Engine/EngineMaterials/GizmoMaterial.GizmoMaterial","0","5","6","1","6.666977","0","6"
"/Engine/EngineDebugMaterials/DebugMeshMaterial.DebugMeshMaterial","0","7","7","1","1.920580","0","7"
"/Engine/EditorMaterials/PhAT_UnselectedMaterial.PhAT_UnselectedMaterial","0","5","5","1","2.259897","0","5"
"/Engine/EditorMaterials/Dataflow/DataflowTwoSidedVertexMaterial.DataflowTwoSidedVertexMaterial","0","6","7","1","13.702374","0","7"
"/Engine/EditorLandscapeResources/ColorMaskBrushMaterial.ColorMaskBrushMaterial","0","5","5","1","5.871173","0","5"
"/Game/DESCARGAS/SILLONES_PUF/Misc/Materials/M_ORM_Paint_Master.M_ORM_Paint_Master","0","3","3","1","5.776433","0","3"
"/Engine/BasicShapes/BasicShapeMaterial.BasicShapeMaterial","0","9","9","1","9.417108","0","9"
"/Engine/EditorMaterials/Dataflow/DataflowVertexMaterial.DataflowVertexMaterial","0","6","6","1","11.719576","0","6"
"/Engine/EditorMaterials/Dataflow/DataflowTwoSidedVertexMaterial.SculptMaterial","0","6","7","1","9.800906","0","7"
"/Engine/EngineMaterials/NaniteHiddenSectionMaterial.NaniteHiddenSectionMaterial","0","12","14","1","25.014055","0","14"
"/Engine/EngineMaterials/FlattenMaterial_WS_Normal_VT.FlattenMaterial_WS_Normal_VT","0","6","6","1","10.120476","0","6"
"/Engine/EngineMaterials/M_InvalidLightmapSettings.M_InvalidLightmapSettings","0","6","6","1","8.250834","0","6"
"/Engine/EngineMaterials/FlattenMaterial_VT.FlattenMaterial_VT","0","6","6","1","7.463090","0","6"
"/Engine/EngineMaterials/PhAT_JointLimitMaterial.PhAT_JointLimitMaterial","0","8","9","1","8.313586","0","9"
"/Engine/EditorLandscapeResources/LayerVisMaterial.LayerVisMaterial","0","2","2","1","2.882049","0","2"
"/Engine/EngineMaterials/DefaultMaterial.DefaultMaterial","0","24","24","1","21.417953","0","24"
"/Engine/EngineMaterials/FlattenMaterial.FlattenMaterial","0","9","9","1","14.167737","0","9"
"/Engine/EngineDebugMaterials/M_VolumeRenderSphereTracePP.M_VolumeRenderSphereTracePP","0","5","5","1","3.284632","0","5"
"Globals","49","15774","0","1","0.000000","0","0"
"/Game/Characters/Mannequins/Materials/M_Mannequin.M_Mannequin","49","76","84","2","9.229734","0","84"
"/Game/materials/MasterMaterial/MasterMaterial.MasterMaterial","49","13","13","1","0.000000","0","13"
"/InterchangeAssets/gltf/M_Default.M_Default","49","339","361","8","1557.271973","0","361"
"/Engine/EngineMaterials/Widget3DPassThrough.Widget3DPassThrough","49","81","86","6","216.795029","7","86"
"/Game/DESCARGAS/Deko_MatrixDemo/Shared/Material/Masters/MM_Master_01.MM_Master_01","49","26","26","2","165.105621","0","26"
